,links
1361,https://safecomputing.umich.edu/academics/
1362,https://safecomputing.umich.edu/life-at-michigan/
1363,https://safecomputing.umich.edu/athletics/
1364,https://safecomputing.umich.edu/research/
1365,https://safecomputing.umich.edu/health-medicine/
1366,https://safecomputing.umich.edu/initiatives/
1367,https://safecomputing.umich.edu/giving/
1368,https://safecomputing.umich.edu/about/privacy/#choices
1369,https://safecomputing.umich.edu/about/privacy-statement/
1370,https://safecomputing.umich.edu/about/privacy-statement/#coppa
1371,https://safecomputing.umich.edu/about/privacy-statement/#eu
1372,https://safecomputing.umich.edu/about/privacy/
1373,https://safecomputing.umich.edu/tel:+1-734-764-1817
1374,https://safecomputing.umich.edu/contact/
1375,https://safecomputing.umich.edu/viziblue/academic-data
1376,https://safecomputing.umich.edu/viziblue/ai-data
1377,https://safecomputing.umich.edu/viziblue/child-care-data
1378,https://safecomputing.umich.edu/viziblue/collaboration-data
1379,https://safecomputing.umich.edu/viziblue/covid-19-vaccination-data
1380,https://safecomputing.umich.edu/viziblue/cybersecurity-data
1381,https://safecomputing.umich.edu/viziblue/employee-record-data
1382,https://safecomputing.umich.edu/viziblue/library-data
1383,https://safecomputing.umich.edu/viziblue/mprint-data
1384,https://safecomputing.umich.edu/viziblue/parking-transportation-data
1385,https://safecomputing.umich.edu/viziblue/prospective-student-admissions-data
1386,https://safecomputing.umich.edu/viziblue/recruiting-hiring-data
1387,https://safecomputing.umich.edu/viziblue/student-career-data
1388,https://safecomputing.umich.edu/viziblue/student-financial-data
1389,https://safecomputing.umich.edu/viziblue/student-housing-data
1390,https://safecomputing.umich.edu/viziblue/student-record-data
1391,https://safecomputing.umich.edu/viziblue/videoconferencing-data
1392,https://safecomputing.umich.edu/viziblue/wifi-location-data
1393,https://safecomputing.umich.edu/protect-the-u/protect-your-unit/services/user-advocate
1394,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f3c7bbb6bfa3b3869e9a909bdd969786
1395,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#99f8fbeceafcd9ecf4f0faf1b7fcfdec
1396,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d2a2a0bba4b3b1ab92a7bfbbb1bafcb7b6a7
1397,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f484869d8295978db481999d979cda919081
1398,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e595978c9384869ca590888c868dcb808190
1399,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#1f6f6d76697e7c665f6a72767c77317a7b6a
1400,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#710103180710120831041c1812195f141504
1401,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#49393b203f282a30093c24202a21672c2d3c
1402,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3e4e4c57485f5d477e4b53575d56105b5a4b
1403,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e9999b809f888a90a99c84808a81c78c8d9c
1404,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5424263d2235372d1421393d373c7a313021
1405,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#45092c273724373c15372c3324263c152a292c263c0530282c262d6b202130
1406,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2353514a5542405a63564e4a404b0d464756
1407,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c1b1b3a8b7a0a2b881b4aca8a2a9efa4a5b4
1408,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#ea9a98839c8b8993aa9f87838982c48f8e9f
1409,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#99f3eef0faf2ead9ecf4f0faf1b7fcfdec
1410,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#345151535b554058517441595d575c1a515041
1411,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7c0c0e150a1d1f053c0911151f1452191809
1412,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e8989a819e898b91a89d85818b80c68d8c9d
1413,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#4a3a38233c2b29330a3f27232922642f2e3f
1414,https://safecomputing.umich.edu/events/privacy-at-michigan/privacy-day-discussion-guest-speaker-sarah-igo
1415,https://safecomputing.umich.edu/events/privacy-at-michigan/virtru-Jan-2021
1416,https://safecomputing.umich.edu/protect-the-u/safely-use-sensitive-data/virtru
1417,https://safecomputing.umich.edu/dataguide/?q=node/252
1418,https://safecomputing.umich.edu/events/privacy-at-michigan/2020
1419,https://safecomputing.umich.edu/six-words-about-privacy/share
1420,https://safecomputing.umich.edu/six-words-about-privacy
1421,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_001.jpg
1422,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_002.jpg
1423,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_003.jpg
1424,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_004.jpg
1425,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_005.jpg
1426,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_006.jpg
1427,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_007.jpg
1428,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_008.jpg
1429,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_009.jpg
1430,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_010.jpg
1431,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_011.jpg
1432,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_012.jpg
1433,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_014.jpg
1434,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_015.jpg
1435,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_016.jpg
1436,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_017.jpg
1437,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_018.jpg
1438,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_019.jpg
1439,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_020.jpg
1440,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_021.jpg
1441,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_022.jpg
1442,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_023.jpg
1443,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_024.jpg
1444,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_025.jpg
1445,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_026.jpg
1446,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_027.jpg
1447,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_028.jpg
1448,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_029.jpg
1449,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_030.jpg
1450,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_031.jpg
1451,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_032.jpg
1452,https://safecomputing.umich.edu/privacymichigan-2019
1453,https://safecomputing.umich.edu/privacymichigan-2018-0
1454,https://safecomputing.umich.edu/why-privacy-first-approach-technology-policy-better-censorship-first-approach
1455,https://safecomputing.umich.edu/events/dissonance/all
1456,https://safecomputing.umich.edu/events/Dissonance
1457,https://safecomputing.umich.edu/events/dissonance/organization
1458,https://safecomputing.umich.edu/events/dissonance/news
1459,https://safecomputing.umich.edu/events/dissonance/TikTokBoom
1460,https://safecomputing.umich.edu/events/dissonance/coded-bias-panel-discussion
1461,https://safecomputing.umich.edu/events/dissonance/feeling-being-watched
1462,https://safecomputing.umich.edu/ethical-legal-and-social-implications-learning-health-systems
1463,https://safecomputing.umich.edu/events/dissonance/computer-vision-who-helped-and-who-harmed-new
1464,https://safecomputing.umich.edu/whos-watching-you-multidisciplinary-panel-privacy
1465,https://safecomputing.umich.edu/election-security-lessons-2016-2020-0
1466,https://safecomputing.umich.edu/age-surveillance-capitalism
1467,https://safecomputing.umich.edu/what-does-big-tech-owe-us
1468,https://safecomputing.umich.edu/how-build-safe-virtual-worlds-0
1469,https://safecomputing.umich.edu/protecting-patient-privacy-big-data
1470,https://safecomputing.umich.edu/cities-will-walk-away
1471,https://safecomputing.umich.edu/cyborg-arts
1472,https://safecomputing.umich.edu/apparatuses-recognition-google-project-maven-and-targeted-killing
1473,https://safecomputing.umich.edu/understanding-social-implications-ai
1474,https://safecomputing.umich.edu/joy-rankin-old-raw-or-new-new-deal-digital-age
1475,https://safecomputing.umich.edu/less-metrics-more-rando-net-art-software-research
1476,https://safecomputing.umich.edu/genetics-medical-apps%E2%80%94ethics-privacy-law-and-policy
1477,https://safecomputing.umich.edu/data-privacy-and-portability-financial-technology
1478,https://safecomputing.umich.edu/catching-fake-news
1479,https://safecomputing.umich.edu/ethical-legal-and-social-implications-learning-health-systems-0
1480,https://safecomputing.umich.edu/elections-digital-age%E2%80%94security-policy-and-law-conversation-cindy-cohn-and-alex-halderman
1481,https://safecomputing.umich.edu/chelsea-manning%E2%80%94-conversation-heather-dewey-hagborg
1482,https://safecomputing.umich.edu/nathan-freed-wessler-aclu-speech-privacy-and-technology-project
1483,https://safecomputing.umich.edu/privacy-reputation-and-identity-digital-age-teach-out-0
1484,https://safecomputing.umich.edu/privacymichigan-0
1485,https://safecomputing.umich.edu/data-driven-world-potentials-and-pitfalls-0
1486,https://safecomputing.umich.edu/ethical-legal-and-social-implications-genetics-and-newborn-screening-0
1487,https://safecomputing.umich.edu/conflict-cyberspace-emerging-challenges-norms
1488,https://safecomputing.umich.edu/privacy-security-challenges-investigative-journalism
1489,https://safecomputing.umich.edu/disrupting-democracy-how-technology-influencing-elections
1490,https://safecomputing.umich.edu/privacy-cybersecurity-internet-and-stakes-years-election
1491,https://safecomputing.umich.edu/apple-fbi-encryption-security-civil-liberties
1492,https://safecomputing.umich.edu/events/data-privacy-day
1493,https://safecomputing.umich.edu/security-alerts/linux-xz-utils-and-ssh-backdoor
1494,https://safecomputing.umich.edu/security-alerts/threat-actors-targeting-researchers-and-academics
1495,https://safecomputing.umich.edu/security-alerts/update-jenkins-server-software-critical-vulnerability
1496,https://safecomputing.umich.edu/security-alerts/update-google-chrome-asap-zero-day-vulnerabilities
1497,https://safecomputing.umich.edu/security-alerts/update-google-chrome-asap-zero-day-vulnerability
1498,https://safecomputing.umich.edu/security-alerts/check-chrome-pending-updates
1499,https://safecomputing.umich.edu/security-alerts/increase-remote-tech-support-scams
1500,https://safecomputing.umich.edu/protect-yourself/phishing-scams/common-scams/tech-support-scams
1501,https://safecomputing.umich.edu/security-alerts/apply-urgent-update-google-chrome
1502,https://safecomputing.umich.edu/security-alerts/update-vmware-vcenter-server-critical-vulnerability-0
1503,https://safecomputing.umich.edu/security-alerts/beware-student-football-ticket-scams
1504,https://safecomputing.umich.edu/security-alerts/apply-patch-curl-high-severity-vulnerability
1505,https://safecomputing.umich.edu/security-alerts/vulnerability-gnu-c-library-many-linux-distributions
1506,https://safecomputing.umich.edu/security-alerts/update-android-devices-asap
1507,https://safecomputing.umich.edu/security-alerts/apply-urgent-update-google-chrome-and-mozilla-firefox-browsers-and-other-software
1508,https://safecomputing.umich.edu/security-alerts/robocall-phishing-scam-referring-mandated-u-m-password-change
1509,https://safecomputing.umich.edu/security-alerts/apply-urgent-update-firefox-and-thunderbird
1510,https://safecomputing.umich.edu/security-alerts/apply-urgent-update-google-chrome-browser
1511,https://safecomputing.umich.edu/security-alerts/patch-ios-apple-watch-os-and-macos-asap
1512,https://safecomputing.umich.edu/security-alerts/beware-job-scam-emails-targeting-u-m-students-0
1513,https://safecomputing.umich.edu/security-alerts/update-shibboleth-service-providers
1514,https://safecomputing.umich.edu/security-alerts/apply-emergency-update-chrome
1515,https://safecomputing.umich.edu/security-alerts/beware-job-scam-emails-targeting-u-m-students
1516,https://safecomputing.umich.edu/security-alerts/apply-emergency-update-google-chrome-browser
1517,https://safecomputing.umich.edu/security-alerts/update-wordpress-elementor-pro-plugin-vulnerability
1518,https://safecomputing.umich.edu/security-alerts/update-progress-telerik-against-active-exploit
1519,https://safecomputing.umich.edu/security-alerts/its-ia-advisory-log4j
1520,https://safecomputing.umich.edu/security-alerts/update-apache-log4j-utility-address-zero-day-vulnerability
1521,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#96dffff7b8e0e3faf8e5f5f7f8e5d6e3fbfff5feb8f3f2e3
1522,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5f2c3a3c2a2d362b261f2a32363c37713a3b2a
1523,https://safecomputing.umich.edu/security-alerts/patching-microsoft-systems-3-zero-day-exploits
1524,https://safecomputing.umich.edu/security-alerts/openssl
1525,https://safecomputing.umich.edu/security-alerts/upgrade-git-version-2391
1526,https://safecomputing.umich.edu/security-alerts/unwanted-mailing-list-sign
1527,https://safecomputing.umich.edu/security-alerts/patch-openssl-300-306-buffer-overflow-vulnerability
1528,https://safecomputing.umich.edu/security-alerts/update-microsoft-products-zero-day-vulnerability
1529,https://safecomputing.umich.edu/security-alerts/update-chrome-and-edge-browsers-fix-security-vulnerability
1530,https://safecomputing.umich.edu/security-alerts/increase-student-job-scams-start-fall-term
1531,https://safecomputing.umich.edu/security-alerts/apply-apple-security-updates-multiple-products-0
1532,https://safecomputing.umich.edu/security-alerts/update-spread-awareness-recent-phishing-scams
1533,https://safecomputing.umich.edu/phishing-alerts/invoice-timothy-lee-cotterill-26569-2022-05-11-000000
1534,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#792b1c09160b0d2911100a11390c14101a11571c1d0c
1535,https://safecomputing.umich.edu/security-alerts/beware-duo-authentication-phishing-emails
1536,https://safecomputing.umich.edu/security-alerts/update-firefox-address-multiple-vulnerabilities
1537,https://safecomputing.umich.edu/security-alerts/phishing-emails-targeting-students-fake-job-scams
1538,https://safecomputing.umich.edu/security-alerts/apply-patch-critical-samba-vulnerability
1539,https://safecomputing.umich.edu/security-alerts/apply-patches-linux-systems-policykit-package
1540,https://safecomputing.umich.edu/security-alerts/update-wordpress-address-security-vulnerabilities
1541,https://safecomputing.umich.edu/security-alerts/update-drupal-ckeditor-cross-site-scripting-vulnerability
1542,https://safecomputing.umich.edu/security-alerts/apply-apple-security-updates-multiple-products
1543,https://safecomputing.umich.edu/about:blank
1544,https://safecomputing.umich.edu/security-alerts/update-apache-http-server-2449-and-2450-fix-zero-day-vulnerability
1545,https://safecomputing.umich.edu/security-alerts/update-vmware-vcenter-server-critical-vulnerability
1546,https://safecomputing.umich.edu/security-alerts/update-apple-products-protection-against-vulnerabilities
1547,https://safecomputing.umich.edu/security-alerts/apply-microsoft-security-update-azure-linux-open-management-infrastructure
1548,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#87e6fdf2f5e2a9f4f2f7f7e8f5f3c7f2eaeee4efa9e2e3f2
1549,https://safecomputing.umich.edu/security-alerts/update-gitlab-address-workhorse-vulnerability
1550,https://safecomputing.umich.edu/security-alerts/upgrade-wordpress-version-581-address-vulnerabilities
1551,https://safecomputing.umich.edu/security-alerts/apply-update-confluence-server-and-data-center-vulnerability
1552,https://safecomputing.umich.edu/security-alerts/watch-vishing-emails-about-booking-confirmation-flight
1553,https://safecomputing.umich.edu/be-aware/phone-scams
1554,https://safecomputing.umich.edu/protect-yourself/phishing-scams/common-scams/tax-fraud
1555,https://safecomputing.umich.edu/be-aware/scams
1556,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d785b2a7b8a5a387bfbea4bf97a2babeb4bff9b2b3a2
1557,https://safecomputing.umich.edu/security-alerts/update-drupal-address-ckeditor-cross-site-scripting-vulnerability
1558,https://safecomputing.umich.edu/security-alerts/update-microsoft-products-critical-vulnerabilities-1
1559,https://safecomputing.umich.edu/security-alerts/update-windows-printnightmare-vulnerability
1560,https://safecomputing.umich.edu/security-alerts/critical-windows-print-spooler-vulnerability
1561,https://safecomputing.umich.edu/security-alerts/update-drupal-address-cross-site-scripting-vulnerability
1562,https://safecomputing.umich.edu/security-alerts/update-drupal-address-api-vulnerability
1563,https://safecomputing.umich.edu/security-alerts/irs-warns-tax-refund-phishing-targeting-universities
1564,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#cdbda5a4bea5a4a3aa8da4bfbee3aaa2bb
1565,https://safecomputing.umich.edu/security-alerts/uptick-ransomware-targeting-higher-ed
1566,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e99a8c8a9c9b809d90a99c84808a81c78c8d9c
1567,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6c1f090f191e0518152c1901050f0442090819
1568,https://safecomputing.umich.edu/security-alerts/apply-critical-patches-microsoft-products
1569,https://safecomputing.umich.edu/security-alerts/update-buffer-overflow-sudo
1570,https://safecomputing.umich.edu/security-alerts/update-wordpress-contact-form-7-plugin-1230
1571,https://safecomputing.umich.edu/security-alerts/contact-ia-if-your-unit-uses-solarwinds-software
1572,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#186b7d7b6d6a716c61586d75717b70367d7c6d
1573,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#b4c7d1d7c1c6ddc0cdf4c1d9ddd7dc9ad1d0c1
1574,https://safecomputing.umich.edu/security-alerts/tcpip-stack-vulnerabilities-affect-millions-devices
1575,https://safecomputing.umich.edu/security-alerts/ransomware-targeting-healthcare-and-public-health
1576,https://safecomputing.umich.edu/security-alerts/apply-update-microsoft-sharepoint-vulnerability
1577,https://safecomputing.umich.edu/security-alerts/apply-microsoft-update-bad-neighbor-bug
1578,https://safecomputing.umich.edu/security-alerts/update-windows-server-asap-critical-netlogon-rpc-vulnerability
1579,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#dcb5b2bab3f1bdafafa9aebdb2bfb99ca9b1b5bfb4f2b9b8a9
1580,https://safecomputing.umich.edu/security-alerts/update-ie-and-windows-vulnerabilities
1581,https://safecomputing.umich.edu/security-alerts/apply-microsoft-update-vulnerability-windows-dns-server
1582,https://safecomputing.umich.edu/security-alerts/watch-phishing-emails-impersonating-payroll-office
1583,https://safecomputing.umich.edu/security-alerts/no-u-m-data-breach%E2%80%94u-m-user-info-used-3rd-party-sites-exposed
1584,https://safecomputing.umich.edu/security-alerts/some-u-m-student-account-credentials-compromised-through-password-reuse
1585,https://safecomputing.umich.edu/publications/communication-archive/5656
1586,https://safecomputing.umich.edu/publications
1587,https://safecomputing.umich.edu/newsletter
1588,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#01746c6568666875606d41746c6862692f646574
1589,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#4c3c3e253a2d2f350c3921252f2462292839
1590,https://safecomputing.umich.edu/it-security-professionals/it-security-program/internal-control-cert
1591,https://safecomputing.umich.edu/it-security-professionals/it-security-program/internal-control-cert-guidance
1592,https://safecomputing.umich.edu/protect-the-u/protect-your-unit/third-party-vendor-security-compliance/include-it-security-privacy-vendor-contract
1593,https://safecomputing.umich.edu/it-security-professionals/unit-resources/vendor-security-and-compliance-assessment
1594,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#8ae3e4ece5a7ebf9f9fff8ebe4e9efcaffe7e3e9e2a4efeeff
1595,https://safecomputing.umich.edu/it-security-professionals/it-security-program/internal-control-cert-archive
1596,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#41282f272e6c2032323433202f222401342c2822296f242534
1597,https://safecomputing.umich.edu/newsletter#IA%20Spotlight:%20Michael%20Knight
1598,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d0a5bdb4b9b7b9a4b1bc90a5bdb9b3b8feb5b4a5
1599,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7e0e0c17081f1d073e0b13171d16501b1a0b
1600,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#234a4d454c0e4250505651424d404663564e4a404b0d464756
1601,https://safecomputing.umich.edu/protect-the-u/protect-your-unit/unit-security-checklists
1602,https://safecomputing.umich.edu/protect-yourself/phishing-scams/avoid-scams
1603,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#b5e7d0c5dac7c1e5dddcc6ddf5c0d8dcd6dd9bd0d1c0
1604,https://safecomputing.umich.edu/curriculum/spot-scams
1605,https://safecomputing.umich.edu/protect-yourself/be-safe-online/online-harassment
1606,https://safecomputing.umich.edu/protect-yourself/scams-fraud/smishing
1607,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5c2c293e30353f723d3a3a3d352e2f1c2931353f3472393829
1608,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5b283e382e29322f221b2e36323833753e3f2e
1609,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#95e7f0e5fae7e1e5fdfce6fdd5e0f8fcf6fdbbf0f1e0
1610,https://safecomputing.umich.edu/newsletter/
1611,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#196c747d707e706d7875596c74707a71377c7d6c
1612,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e090928996818399a0958d898388ce858495
1613,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f49d9a929bd99587878186959a9791b481999d979cda919081
1614,https://safecomputing.umich.edu/newsletter/issue.php?nid=12720
1615,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#26534b424f414f52474a66534b4f454e08434253
1616,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7404061d0215170d3401191d171c5a111001
1617,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#9cf5f2faf3b1fdefefe9eefdf2fff9dce9f1f5fff4b2f9f8e9
1618,https://safecomputing.umich.edu/newsletter/issue/12720
1619,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#344159505d535d4055587441595d575c1a515041
1620,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e191938897808298a1948c888289cf848594
1621,https://safecomputing.umich.edu/newsletter/issue/11606
1622,https://safecomputing.umich.edu/newsletter/issue.php?nid=11606
1623,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a8ddc5ccc1cfc1dcc9c4e8ddc5c1cbc086cdccdd
1624,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#8cfcfee5faedeff5ccf9e1e5efe4a2e9e8f9
1625,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6f06010900420e1c1c1a1d0e010c0a2f1a02060c07410a0b1a
1626,https://safecomputing.umich.edu/newsletter/issue/10767
1627,https://safecomputing.umich.edu/newsletter/issue.php?nid=10767
1628,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#21544c4548464855404d61544c4842490f444554
1629,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#0676746f7067657f46736b6f656e28636273
1630,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2d44434b42004c5e5e585f4c434e486d5840444e4503484958
1631,https://safecomputing.umich.edu/newsletter/issue/9977
1632,https://safecomputing.umich.edu/newsletter/issue.php?nid=9977
1633,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#dda8b0b9b4bab4a9bcb19da8b0b4beb5f3b8b9a8
1634,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#413133283720223801342c2822296f242534
1635,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3b52555d54165a48484e495a55585e7b4e56525853155e5f4e
1636,https://safecomputing.umich.edu/newsletter/issue/9385
1637,https://safecomputing.umich.edu/newsletter/issue.php?nid=9385
1638,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a9dcc4cdc0cec0ddc8c5e9dcc4c0cac187cccddc
1639,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6d1d1f041b0c0e142d1800040e0543080918
1640,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#11787f777e3c7062626463707f727451647c7872793f747564
1641,https://safecomputing.umich.edu/newsletter/issue/8930
1642,https://safecomputing.umich.edu/newsletter/issue.php?nid=8930
1643,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#8bfee6efe2ece2ffeae7cbfee6e2e8e3a5eeeffe
1644,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c4b4b6adb2a5a7bd84b1a9ada7aceaa1a0b1
1645,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2f46414940024e5c5c5a5d4e414c4a6f5a42464c47014a4b5a
1646,https://safecomputing.umich.edu/newsletter/issue/8475
1647,https://safecomputing.umich.edu/newsletter/issue.php?nid=8475
1648,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#bbced6dfd2dcd2cfdad7fbced6d2d8d395dedfce
1649,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#b7c7c5dec1d6d4cef7c2daded4df99d2d3c2
1650,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#bbd2d5ddd496dac8c8cec9dad5d8defbced6d2d8d395dedfce
1651,https://safecomputing.umich.edu/newsletter/issue/8007
1652,https://safecomputing.umich.edu/newsletter/issue.php?nid=8007
1653,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#77021a131e101e03161b37021a1e141f59121302
1654,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7b12151d14561a08080e091a15181e3b0e16121813551e1f0e
1655,https://safecomputing.umich.edu/newsletter/issue/7572
1656,https://safecomputing.umich.edu/newsletter/issue.php?nid=7572
1657,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#493c242d202e203d2825093c24202a21672c2d3c
1658,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#48383a213e292b31083d25212b20662d2c3d
1659,https://safecomputing.umich.edu/newsletter/issue/7084
1660,https://safecomputing.umich.edu/newsletter/issue.php?nid=7084
1661,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#443129202d232d3025280431292d272c6a212031
1662,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5a2a28332c3b39231a2f37333932743f3e2f
1663,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7811161e1755190b0b0d0a19161b1d380d15111b10561d1c0d
1664,https://safecomputing.umich.edu/newsletter/issue/6600
1665,https://safecomputing.umich.edu/newsletter/issue.php?nid=6600
1666,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#1d687079747a74697c715d6870747e7533787968
1667,https://safecomputing.umich.edu/newsletter/issue/6235
1668,https://safecomputing.umich.edu/newsletter/issue.php?nid=6235
1669,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#186d757c717f716c7974586d75717b70367d7c6d
1670,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#304042594651534970455d5953581e555445
1671,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a8c1c6cec785c9dbdbdddac9c6cbcde8ddc5c1cbc086cdccdd
1672,https://safecomputing.umich.edu/newsletter/issue/6041
1673,https://safecomputing.umich.edu/newsletter/issue.php?nid=6041
1674,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#cabfa7aea3ada3beaba68abfa7a3a9a2e4afaebf
1675,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#bacac8d3ccdbd9c3facfd7d3d9d294dfdecf
1676,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#01686f676e2c6072727473606f626441746c6862692f646574
1677,https://safecomputing.umich.edu/newsletter/issue/5690
1678,https://safecomputing.umich.edu/newsletter/issue.php?nid=5690
1679,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#dbaeb6bfb2bcb2afbab79baeb6b2b8b3f5bebfae
1680,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#dbaba9b2adbab8a29baeb6b2b8b3f5bebfae
1681,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a7cec9c1c88ac6d4d4d2d5c6c9c4c2e7d2cacec4cf89c2c3d2
1682,https://safecomputing.umich.edu/newsletter/issue/4846
